,Listing Title,Price,Bedroom,Bath,Area,Condominium Name,City,Link
4586,For Lease! 335 SQM House and Lot in BF Homes Phase 4,65000.0,3.0,3.0,280.0,,Parañaque,['https://www.lamudi.com.ph/for-lease-335-sqm-house-and-lot-in-bf-homes-phase-4.html']
4587,6 Bedrooms Brand New House & Lot for Rent in BF Homes Parañaque,140000.0,6.0,6.0,300.0,,Parañaque,['https://www.lamudi.com.ph/6-bedrooms-brand-new-house-lot-for-rent-in-bf-homes-paranaque.html']
4589,"Condo Unit in Bayport West, Parañaque For Lease (PL#9333)",20000.0,1.0,1.0,24.21,Bayport West,Parañaque,['https://www.lamudi.com.ph/condo-unit-in-bayport-west-paranaque-for-lease-pl-9333.html']
4601,4 Bedrooms House For Rent with Pool in BF Homes Parañaque City,50000.0,4.0,3.0,300.0,,Parañaque,['https://www.lamudi.com.ph/4-bedrooms-house-for-rent-with-pool-in-bf-homes-paranaque-city.html']
4602,Oak Harbor 2 Bedroom Waterview for Rent,80000.0,2.0,3.0,80.0,Oak Harbor Residences,Parañaque,['https://www.lamudi.com.ph/oak-harbor-2-bedroom-waterview-for-rent.html']
4608,2br pool view at azure residences ,33000.0,2.0,1.0,48.0,Azure urban resort residences,Parañaque,['https://www.lamudi.com.ph/2br-pool-view-at-azure-residences.html']
4609,3BR with Parking for rent at Asteria Residences,55000.0,3.0,2.0,87.5,Asteria Residences,Parañaque,['https://www.lamudi.com.ph/3br-with-parking-for-rent-at-asteria-residences.html']
4612,For Rent Renovated Furnished Studio type condo at Solemare Parksuites,25000.0,1.0,1.0,26.0,SoleMare Parksuites,Parañaque,['https://www.lamudi.com.ph/for-rent-renovated-furnished-studio-type-condo-at-solemare-parksuites-276447-84.html']
4613,New Condo Unit at Siena Park Residences for Rent,20000.0,2.0,1.0,49.0,Siena Park Residences,Parañaque,['https://www.lamudi.com.ph/new-condo-unit-at-siena-park-residences-for-rent-323844-37.html']
4614,Merville Park NEGOTIABLE 2 Storey House For Rent ,80000.0,4.0,4.0,490.0,,Parañaque,['https://www.lamudi.com.ph/merville-park-negotiable-2-storey-house-for-rent.html']
4617,3 Bedrooms House For Rent in BF Homes Paranaque,45000.0,3.0,3.0,240.0,,Parañaque,['https://www.lamudi.com.ph/3-bedrooms-house-for-rent-in-bf-homes-paranaque.html']
4618,"Amaia Steps Sucat, 25 sqm Studio Unit for Rent in Parañaque City",15000.0,1.0,1.0,25.0,Amaia Steps Sucat,Parañaque,['https://www.lamudi.com.ph/amaia-steps-sucat-25-sqm-studio-unit-for-rent-in-paranaque-city.html']
4619,Studio Type Condo For Rent (End Unit),13000.0,1.0,1.0,21.0,Monte Carlo Residences,Parañaque,['https://www.lamudi.com.ph/studio-type-condo-for-rent-end-unit-1.html']
4620,"LAST UNIT!! 2 Floor, 2 Bedroom Apartment for rent at San Isidro, Parañaque City",16000.0,2.0,2.0,65.0,,Parañaque,['https://www.lamudi.com.ph/last-unit-2-floor-2-bedroom-apartment-for-rent-at-san-isidro-paranaque-city.html']
4621,1BR Condo - Azure Urban Resort Residences - Paranaque Metro Manila,20000.0,1.0,1.0,27.0,Azure Urban Resort Residences,Parañaque,['https://www.lamudi.com.ph/1br-condo-azure-urban-resort-residences-paranaque-metro-manila-1.html']
4622,"Siena Park Residences - 2BR, 1TB Fully Furnished Condo Unit For Rent",26000.0,2.0,1.0,52.0,Siena Park Residences,Parañaque,['https://www.lamudi.com.ph/siena-park-residences-2br-1tb-fully-furnished-condo-unit-for-rent-297070-84.html']
4625,Sucat Paranaque Condo Studio Unit for Rent Furnished,15000.0,1.0,1.0,22.0,Monte Carlo Residences,Parañaque,['https://www.lamudi.com.ph/sucat-paranaque-condo-studio-unit-for-rent-furnished.html']
4626,"For rent, Townhouse in Las Piñas City Near SM Southmall",25000.0,3.0,2.0,115.0,,Parañaque,['https://www.lamudi.com.ph/for-rent-townhouse-in-las-pinas-city-near-sm-southmall-47.html']
4628,"4BR Condo for Rent in Bayview International Towers, Roxas Blvd., Paranaque",200000.0,4.0,3.0,187.0,Bayview International Tower,Parañaque,['https://www.lamudi.com.ph/4br-condo-for-rent-in-bayview-international-towers-roxas-blvd-paranaque.html']
4631,3BR Townhouse for rent near NAIA Terminal 2,170000.0,3.0,3.0,180.0,,Parañaque,['https://www.lamudi.com.ph/3br-townhouse-for-rent-near-naia-terminal-2.html']
4633,"Studio For Rent at Parañaque, Metro Manila",12000.0,1.0,1.0,30.0,,Parañaque,['https://www.lamudi.com.ph/studio-for-rent-at-paranaque-metro-manila.html']
4635,"Luxury Two (2) Bedroom for rent in Oak Harbor Residences, Parañaque City",120000.0,2.0,2.0,132.0,Oak Harbor Residences,Parañaque,['https://www.lamudi.com.ph/luxury-two-2-bedroom-for-rent-in-oak-harbor-residences-paranaque-city.html']
4636,2BR (end unit) AZURE Condo WITH Parking for LEASE ,25000.0,2.0,1.0,41.0,Azure Urban Resort Residences,Parañaque,['https://www.lamudi.com.ph/2br-end-unit-azure-condo-with-parking-for-lease.html']
4639,Bayshore 1 cluster 5 - 1 bedroom with balcony,55000.0,1.0,1.0,45.0,Bayshore 1 Cluster 5,Parañaque,['https://www.lamudi.com.ph/bayshore-1-cluster-5-1-bedroom-with-balcony.html']
4641,Bayshore 1- 1 bedroom for rent,55000.0,1.0,1.0,45.0,Bayshore 1 Cluster 5,Parañaque,['https://www.lamudi.com.ph/bayshore-1-1-bedroom-for-rent.html']
4648,"Bungalow 3 Bedrooms - BF Homes, Phase 1, Paranaque City",60000.0,3.0,2.0,200.0,,Parañaque,['https://www.lamudi.com.ph/bungalow-3-bedrooms-bf-homes-phase-1-paranaque-city-1.html']
4649,Fully Furnished 1 bedroom Unit at Field Residences,20000.0,1.0,1.0,28.0,,Parañaque,['https://www.lamudi.com.ph/fully-furnished-1-bedroom-unit-at-field-residences-657221-36.html']
4650,1 Bedroom fully furnished with balcony in Azure Urban Resort and Residences,18850.0,1.0,1.0,31.0,Azure Urban Resort Residences,Parañaque,['https://www.lamudi.com.ph/1-bedroom-fully-furnished-with-balcony-in-azure-urban-resort-and-residences.html']
4651,"Fully furnished 1Bedroom for rent in Bayshore Residences, Parañaque City",45000.0,1.0,1.0,50.0,Bayshore Residences,Parañaque,['https://www.lamudi.com.ph/fully-furnished-1bedroom-for-rent-in-bayshore-residences-paranaque-city.html']
4653,2-Storey House & Lot for Rent in BF Homes Parañaque,120000.0,5.0,5.0,290.0,,Parañaque,['https://www.lamudi.com.ph/2-storey-house-lot-for-rent-in-bf-homes-paranaque.html']
4656,"2 Bed Rooms in Arista Place near Okada NAIA 1234, COD Pearl Plaza PITX",25000.0,2.0,1.0,59.0,Arista Place,Parañaque,['https://www.lamudi.com.ph/2-bed-rooms-in-arista-place-near-okada-naia-1234-cod-pearl-plaza-pitx-5.html']
4657,"Tahanan Village, Parañaque  Luxury House For Rent",250000.0,4.0,4.0,396.0,,Parañaque,['https://www.lamudi.com.ph/tahanan-village-paranaque-luxury-house-for-rent.html']
4658,"Modern House and lot for Rent in BF Homes Parañaque, Parañaque City",120000.0,5.0,5.0,305.0,,Parañaque,['https://www.lamudi.com.ph/modern-house-and-lot-for-rent-in-bf-homes-paranaque-paranaque-city.html']
4661,"For Rent: 1BR Azure Urban Residences Rioeast Tower, Parañaque",25000.0,1.0,1.0,28.67,Azure Urban Resort Residences,Parañaque,['https://www.lamudi.com.ph/for-rent-1br-azure-urban-residences-rioeast-tower-paranaque.html']
4663,2 Bedroom Spacious Condo Unit in the South,30000.0,2.0,1.0,52.0,Siena Park Residences,Parañaque,['https://www.lamudi.com.ph/2-bedroom-spacious-condo-unit-in-the-south.html']
4664,Newly Refurbished Apartment for Rent ,36000.0,1.0,1.0,30.0,Azure Urban Resort Residences,Parañaque,['https://www.lamudi.com.ph/newly-refurbished-apartment-for-rent.html']
4666,"BF Homes, Parañaque City Newly Renovated Bungalow For Lease",70000.0,3.0,3.0,240.0,,Parañaque,['https://www.lamudi.com.ph/bf-homes-paranaque-city-newly-renovated-bungalow-for-lease.html']
4668,Paranaque Condo Unit For Rent,8500.0,1.0,2.0,18.0,Chateau Elysee,Parañaque,['https://www.lamudi.com.ph/paranaque-condo-unit-for-rent.html']
4669,Newly turned over condo unit for rent - 2BR semi-furnished with yard!,35000.0,2.0,1.0,75.0,Lancris Residences,Parañaque,['https://www.lamudi.com.ph/newly-turned-over-condo-unit-for-rent-2br-semi-furnished-with-yard.html']
4670,1 Bedroom apartment with Balcony,38000.0,1.0,1.0,31.3,Monarch Parksuites,Parañaque,['https://www.lamudi.com.ph/1-bedroom-apartment-with-balcony.html']
4671,Fully furnished 1bedroom unit with parking,35000.0,1.0,1.0,65.0,Siena Park Residences,Parañaque,['https://www.lamudi.com.ph/fully-furnished-1bedroom-unit-with-parking.html']
4672,2Br with balcony at azure paranaque for rent,25000.0,2.0,1.0,33.0,Azure urban resort Paranaque,Parañaque,['https://www.lamudi.com.ph/2br-with-balcony-at-azure-paranaque-for-rent.html']
4673,Rent Condo Avida Sucat Paranaque Unfurnished Studio,10000.0,1.0,1.0,22.0,Avida Towers Sucat,Parañaque,['https://www.lamudi.com.ph/rent-condo-avida-sucat-paranaque-unfurnished-studio.html']
4674,1BR Deluxe Condo Unit (Fully Furnished) with Pool & Beach View at Azure,20000.0,1.0,1.0,,Azure Urban Resort Residences,Parañaque,['https://www.lamudi.com.ph/1br-deluxe-condo-unit-fully-furnished-with-pool-beach-view-at-azure.html']
4675,3BR Fully Furnished for rent in Asteria Residences,45000.0,3.0,2.0,84.0,Asteria Residences,Parañaque,['https://www.lamudi.com.ph/3br-fully-furnished-for-rent-in-asteria-residences.html']
4676,Two Bedroom Furnished For Rent in Santorini Tower Azure Urban Resorts Residences,25000.0,2.0,1.0,42.0,Azure Urban Resort Residences,Parañaque,['https://www.lamudi.com.ph/two-bedroom-furnished-for-rent-in-santorini-tower-azure-urban-resorts-residences.html']
4677,1 Bedroom Condotel in Maui Tower Azure for rent,25000.0,1.0,1.0,30.0,Azure Urban Resort Residences,Parañaque,['https://www.lamudi.com.ph/1-bedroom-condotel-in-maui-tower-azure-for-rent.html']
4678,Arista Place - Fully Furnished 2BR unit near Airport & Pearl Plaza for Boss,20000.0,2.0,1.0,56.0,Arista Place,Parañaque,['https://www.lamudi.com.ph/arista-place-fully-furnished-2br-unit-near-airport-pearl-plaza-for-boss.html']
4679, 3 Bedroom near City of Dreams for rent,130000.0,3.0,2.0,185.0,Chateau de Bai,Parañaque,['https://www.lamudi.com.ph/3-bedroom-near-city-of-dreams-for-rent.html']
4681,2 bed room furnished unit luxury and convenience,180000.0,2.0,1.0,56.0,Siena Park Residences,Parañaque,['https://www.lamudi.com.ph/2-bed-room-furnished-unit-luxury-and-convenience.html']
4682,"Azure Urban Resort Residences, 1 Bedroom Unit For Rent ",19000.0,1.0,1.0,30.0,Azure Urban Resorts Residences,Parañaque,['https://www.lamudi.com.ph/azure-urban-resort-residences-1-bedroom-unit-for-rent.html']
4684,20 Bedroom 4-Storey Residential Building in BACLARAN,500000.0,20.0,21.0,720.0,,Parañaque,['https://www.lamudi.com.ph/20-bedroom-4-storey-residential-building-in-baclaran-1.html']
4685,1 Bedroom Condo Unit Fully Furnished,25000.0,1.0,1.0,28.0,Azure Urban Resort Residences,Parañaque,['https://www.lamudi.com.ph/1-bedroom-condo-unit-fully-furnished-592109-84.html']
4686,House for Rent with pool in BF Homes Paranaque,80000.0,4.0,4.0,400.0,,Parañaque,['https://www.lamudi.com.ph/house-for-rent-with-pool-in-bf-homes-paranaque.html']
4687,For Rent Condo Flat Azure Urban Resort Residences Parañaque ,40000.0,1.0,1.0,51.0,Azure Urban Resort Residences Parañaque Manila,Parañaque,['https://www.lamudi.com.ph/for-rent-condo-flat-azure-urban-resort-residences-paranaque.html']
4689,3 Bedroom House for rent in BF Paranaque near Alabang,80000.0,3.0,2.0,180.0,,Parañaque,['https://www.lamudi.com.ph/3-bedroom-house-for-rent-in-bf-paranaque-near-alabang.html']
4690,2BR Unit for Rent at Azure Urban Resort Residences,40000.0,2.0,1.0,46.0,Azure Urban Resort Residences,Parañaque,['https://www.lamudi.com.ph/2br-unit-for-rent-at-azure-urban-resort-residences.html']
4691,BF Homes Parañaque NSHA House for Rent,55000.0,3.0,2.0,180.0,,Parañaque,['https://www.lamudi.com.ph/bf-homes-paranaque-nsha-house-for-rent.html']
4692,"Near NAIA, Corner Unit with Balcony,  Furnished Unit, High Floor Location",25000.0,1.0,1.0,35.0,Field Residences,Parañaque,['https://www.lamudi.com.ph/near-naia-corner-unit-with-balcony-furnished-unit-high-floor-location.html']
4693,For Lease Residential Condominium Azure Urban Resort Residences St. Tropez ,30000.0,1.0,1.0,26.0,Azure Urban Resort Residences,Parañaque,['https://www.lamudi.com.ph/for-lease-residential-condominium-azure-urban-resort-residences-st-tropez.html']
4697,1-Bedroom Unit at Amaia Steps Bicutan for Rent,25000.0,1.0,1.0,40.0,Amaia Steps Bicutan,Parañaque,['https://www.lamudi.com.ph/1-bedroom-unit-at-amaia-steps-bicutan-for-rent.html']
4698,For Rent: 1 Bedroom Condo with Balcony at Azure Urban Resort Residences,16000.0,1.0,1.0,27.0,Azure Urban Resort Residences,Parañaque,['https://www.lamudi.com.ph/for-rent-1-bedroom-condo-with-balcony-at-azure-urban-resort-residences.html']
4699,2 Bedroom For Rent at Asteria Residences,35000.0,2.0,1.0,64.5,Asteria Residences,Parañaque,['https://www.lamudi.com.ph/2-bedroom-for-rent-at-asteria-residences.html']
4701,"For Rent: 2BR Arista Place, Paranaque",30000.0,2.0,1.0,50.0,Arista Place,Parañaque,['https://www.lamudi.com.ph/for-rent-2br-arista-place-paranaque-1.html']
4702,"House for Rent at Merville Park, Parañaque ",60000.0,4.0,3.0,240.0,,Parañaque,['https://www.lamudi.com.ph/house-for-rent-at-merville-park-paranaque.html']
4703,"1 bedroom For Rent at Parañaque, Metro Manila",25000.0,1.0,1.0,29.0,,Parañaque,['https://www.lamudi.com.ph/1-bedroom-for-rent-at-paranaque-metro-manila-1.html']
4704,House For Rent in San Antonio Valley Paranaque,180000.0,6.0,5.0,600.0,,Parañaque,['https://www.lamudi.com.ph/house-for-rent-in-san-antonio-valley-paranaque.html']
4705,1 bedroom condo with beach view for rent,49000.0,1.0,0.5,30.0,Azure Urban Resort Residences,Parañaque,['https://www.lamudi.com.ph/1-bedroom-condo-with-beach-view-for-rent.html']
4706,"For Rent: Fully Furnished 1 Bedroom in Bayshore 1, Tambo, Parañaque City",60000.0,1.0,1.0,59.5,Bayshore Residential Resort,Parañaque,['https://www.lamudi.com.ph/for-rent-fully-furnished-1-bedroom-in-bayshore-1-tambo-paranaque-city.html']
4708,1-Bedroom with own Garden Porch,25000.0,1.0,1.0,30.0,Azure Urban Resort Residences,Parañaque,['https://www.lamudi.com.ph/1-bedroom-with-own-garden-porch.html']
4709,"Jerixxz Place, Azure Beach Resort Staycation 1BR unit for rent",30000.0,1.0,1.0,33.24,Azure Urban Resort Residences,Parañaque,['https://www.lamudi.com.ph/jerixxz-place-azure-beach-resort-staycation-1br-unit-for-rent.html']
4710,Stylish Asian Inspired 2B condo near the airport,25000.0,2.0,1.0,42.0,Amaia Steps Sucat,Parañaque,['https://www.lamudi.com.ph/stylish-asian-inspired-2b-condo-near-the-airport.html']
4711,"For Rent: 1BR Unit in Azure Urban Resort Residences with Balcony, Parañaque City",22000.0,1.0,1.0,30.0,Azure Urban Resort Residences,Parañaque,['https://www.lamudi.com.ph/for-rent-1br-unit-in-azure-urban-resort-residences-with-balcony-paranaque-city.html']
4714,Azure Urban Resort Residences (fully furnished 1 BR unit with parking),25000.0,1.0,1.0,31.0,Azure Urban Resort Residences,Parañaque,['https://www.lamudi.com.ph/azure-urban-resort-residences-fully-furnished-1-br-unit-with-parking.html']
4716,Fully Furnished cozy studio unit 1 bedroom Chateau Elysee Parañaque NAIA Airport,10000.0,1.0,1.0,20.0,Chateau Elysee,Parañaque,['https://www.lamudi.com.ph/fully-furnished-cozy-studio-unit-1-bedroom-chateau-elysee-paranaque-naia-airport.html']
4717,Affordable Studio Type Condo Unit in Paranaque for Rent,8800.0,1.0,1.0,20.5,The Isabelle Garden Villas,Parañaque,['https://www.lamudi.com.ph/affordable-studio-type-condo-unit-in-paranaque-for-rent.html']
4718,(PL#12344) 100-person Staffhouse for Rent in Parañaque near Mall of Asia,350000.0,6.0,6.0,468.0,,Parañaque,['https://www.lamudi.com.ph/pl-12344-100-person-staffhouse-for-rent-in-paranaque-near-mall-of-asia.html']
4721,2 bedroom corner unit for rent,40000.0,2.0,1.0,48.0,,Parañaque,['https://www.lamudi.com.ph/2-bedroom-corner-unit-for-rent-1.html']
4722,Paranaque 1BR condo near Airport,25000.0,1.0,1.0,38.0,Azure Urban Residential Resorts,Parañaque,['https://www.lamudi.com.ph/paranaque-1br-condo-near-airport.html']
4724,Studio Unit for Rent,25000.0,1.0,1.0,26.0,SoleMare Parksuites,Parañaque,['https://www.lamudi.com.ph/studio-unit-for-rent-11.html']
4727,For Rent: 1BR Condo with Balcony at Azure Urban Resort,16000.0,1.0,1.0,35.48,Azure Urban Resort Residences,Parañaque,['https://www.lamudi.com.ph/for-rent-1br-condo-with-balcony-at-azure-urban-resort.html']
4730,"For Rent: 4BR Bayview Towers, Paranaque",150000.0,4.0,4.0,214.0,Bayview Towers,Parañaque,['https://www.lamudi.com.ph/for-rent-4br-bayview-towers-paranaque-1.html']
4733,"Studio for rent Avida Towers Sucat, Paranaque (13k/month) ",13000.0,1.0,1.0,21.0,Avida Towers Sucat,Parañaque,['https://www.lamudi.com.ph/studio-for-rent-avida-towers-sucat-paranaque-13k-month-1.html']
4734,Azure Residences : 2-bedroom Corner Unit - Beach View For Rent,65000.0,2.0,1.0,49.0,Azure Urban Resort Residences,Parañaque,['https://www.lamudi.com.ph/azure-residences-2-bedroom-corner-unit-beach-view-for-rent.html']
4735,"3-Storey Residential Building For Lease in BF Homes, Parañaque",250000.0,12.0,17.0,400.0,,Parañaque,['https://www.lamudi.com.ph/3-storey-residential-building-for-lease-in-bf-homes-paranaque.html']
4736,1BR unit at Azure Residences Maui Tower Unit 14-22,25000.0,1.0,1.0,37.0,Azure Urban Resort Residences,Parañaque,['https://www.lamudi.com.ph/1br-unit-at-azure-residences-maui-tower-unit-14-22.html']
4739,"For Rent, Bungalow House in BF Homes Executive Village, Paranaque City",50000.0,2.0,3.0,112.0,,Parañaque,['https://www.lamudi.com.ph/for-rent-bungalow-house-in-bf-homes-executive-village-paranaque-city-32.html']
4740,"For Rent, Fully furnished Brand New two (2) Storey. Single Detached House & Lot ",160000.0,5.0,4.0,320.0,,Parañaque,['https://www.lamudi.com.ph/for-rent-fully-furnished-brand-new-two-2-storey-single-detached-house-lot-8.html']
4741,1BR Resort like Condo with Own Parking and Garden,30000.0,1.0,1.0,36.0,Azure Urban Resort Residences,Parañaque,['https://www.lamudi.com.ph/1br-resort-like-condo-with-own-parking-and-garden.html']
4743,Condo Unit for Rent - Amaia Steps Sucat,17000.0,1.0,1.0,23.0,Amaia Steps Sucat,Parañaque,['https://www.lamudi.com.ph/condo-unit-for-rent-amaia-steps-sucat.html']
4744,For Rent: 1 Bedroom Unit at Azure Urban Resort Residences in Parañaque City,27000.0,1.0,1.0,27.0,Azure Urban Resort Residences,Parañaque,['https://www.lamudi.com.ph/for-rent-1-bedroom-unit-at-azure-urban-resort-residences-in-paranaque-city.html']
4745,2 bedroom in Arista Place for rent,42000.0,2.0,1.0,57.0,Arista Place,Parañaque,['https://www.lamudi.com.ph/2-bedroom-in-arista-place-for-rent.html']
4746,2BR Corner Unit in Field Residences Sucat,45000.0,2.0,2.0,52.0,Field Residences,Parañaque,['https://www.lamudi.com.ph/2br-corner-unit-in-field-residences-sucat.html']
4747, For Rent 2 Bedrooms at Azure Urban Beach Resort,50000.0,2.0,1.0,50.0,Azure Urban Resort Residences,Parañaque,['https://www.lamudi.com.ph/for-rent-2-bedrooms-at-azure-urban-beach-resort.html']
4749,"House and Lot for Rent in B.F. Homes, Paranaque",180000.0,4.0,4.0,454.0,,Parañaque,['https://www.lamudi.com.ph/house-and-lot-for-rent-in-b-f-homes-paranaque.html']
4750,"For Rent, Fully furnished Brand New two stry. single detached House & Lot in Bf ",230000.0,4.0,4.0,320.0,,Parañaque,['https://www.lamudi.com.ph/for-rent-fully-furnished-brand-new-two-stry-single-detached-house-lot-in-bf-4.html']
4751,Well Maintained House for Rent BF Homes Executive,45000.0,4.0,3.0,230.0,,Parañaque,['https://www.lamudi.com.ph/well-maintained-house-for-rent-bf-homes-executive.html']
